id,branch,fix version,bug version,bug file,method,line,command,type,issue link
30,master,0e0df1f,800a789,"src/V3Width.cpp,src/V3AstNodeDType.h,src/V3WidthCommit.h","src/V3WidthCommit.h#WidthCommitVisitor::visit( AstNodeDType * nodep)#187#18988888src/V3WidthCommit.h#WidthCommitVisitor::visit( AstNodeUOrStructDType * nodep)#190#19388888src/V3Width.cpp#WidthVisitor::enumVarp( AstEnumDType * nodep , VAttrType attrType , bool assoc , uint32_t msbdim)#7194#7281","src/V3AstNodeDType.h:757,src/V3AstNodeDType.h:761,src/V3AstNodeDType.h:773,src/V3AstNodeDType.h:776,src/V3AstNodeDType.h:812,src/V3Width.cpp:7196,src/V3Width.cpp:7197,src/V3Width.cpp:7279,src/V3WidthCommit.h:187,src/V3WidthCommit.h:192",test_regress/t/t_enum_const_methods.pl,0,https://github.com/verilator/verilator/issues/3999
31,master,f68c16a,cc45f64,src/V3LinkDot.cpp,src/V3LinkDot.cpp#LinkDotResolveVisitor::visit( AstClass * nodep)#3246#3383,src/V3LinkDot.cpp:3365,test_regress/t/t_class_extends_vsyment.pl,0,https://github.com/verilator/verilator/issues/3995
32,master,7559af5,47a7e75,src/V3Number.cpp,"src/V3Number.cpp#V3Number::opRepl( const V3Number & lhs , uint32_t rhsval)#1433#1450","src/V3Number.cpp:1438,src/V3Number.cpp:1439,src/V3Number.cpp:1443,src/V3Number.cpp:1444,src/V3Number.cpp:1446,src/V3Number.cpp:1442",test_regress/t/t_math_repl2_bad.pl,1,https://github.com/verilator/verilator/issues/3963
33,master,fdea386,28944ed,src/V3Width.cpp,src/V3Width.cpp#WidthVisitor::visit( AstBracketArrayDType * nodep)#1645#1673,"src/V3Width.cpp:1665,src/V3Width.cpp:1666,src/V3Width.cpp:1661",test_regress/t/t_lint_width_arraydecl.pl,1,https://github.com/verilator/verilator/issues/3959
34,master,1607225063da9b,807e5b2,src/V3EmitCSyms.cpp,src/V3EmitCSyms.cpp#EmitCSyms::varHierarchyScopes( string scp)#187#20688888src/V3EmitCSyms.cpp#EmitCSyms::visit( AstScope * nodep)#321#33588888src/V3EmitCSyms.cpp#EmitCSyms::visit( AstScopeName * nodep)#336#35588888src/V3EmitCSyms.cpp#EmitCSyms::visit( AstCellInline * nodep)#310#320,"src/V3EmitCSyms.cpp:189,src/V3EmitCSyms.cpp:317,src/V3EmitCSyms.cpp:318,src/V3EmitCSyms.cpp:331,src/V3EmitCSyms.cpp:332,src/V3EmitCSyms.cpp:333,src/V3EmitCSyms.cpp:338,src/V3EmitCSyms.cpp:339",test_regress/t/t_vpi_module_empty.pl,0,https://github.com/verilator/verilator/issues/3937
36,master,e940233,317fe7a,src/V3Width.cpp,src/V3Width.cpp#WidthVisitor::visit( AstMemberSel * nodep)#2570#2635,src/V3Width.cpp:2584,test_regress/t/t_class_membersel_int.pl,0,https://github.com/verilator/verilator/issues/3890
37,master,035bf13,6a60ace,src/V3LinkDot.cpp,src/V3LinkDot.cpp#LinkDotFindVisitor::visit( AstNodeBlock * nodep)#1022#1053,"src/V3LinkDot.cpp:1032,src/V3LinkDot.cpp:1033",test_regress/t/t_foreach_blkname.pl,0,https://github.com/verilator/verilator/issues/3885
38,master,ff2f711,46cc7b5,src/V3Width.cpp,src/V3Width.cpp#WidthVisitor::visit( AstNew * nodep)#3608#3643,"src/V3Width.cpp:3636,src/V3Width.cpp:3637,src/V3Width.cpp:3638,src/V3Width.cpp:3639,src/V3Width.cpp:3629",test_regress/t/t_class_virtual_chain_ctor.pl,0,https://github.com/verilator/verilator/issues/3868
39,master,3436d17,1607225063da9,src/V3ParseImp.cpp,src/V3ParseImp.cpp#V3ParseImp::tokenPipelineSym()#489#565,src/V3ParseImp.cpp:499,test_regress/t/t_pkg_identifier_bad.pl,0,https://github.com/verilator/verilator/issues/3863
41,master,5fce23e,7e4760a,src/V3Case.cpp,src/V3Case.cpp#CaseVisitor::for(uint32_t i=0;i<numCases;++i)#276#278,src/V3Case.cpp:277,test_regress/t/t_case_enum_emptyish.pl,0,https://github.com/verilator/verilator/issues/3851
43,master,4b6e15d,87bb32f,src/V3Delayed.cpp,"src/V3Delayed.cpp#DelayedVisitor::createDlyOnSet( AstAssignDly * nodep , AstNodeExpr * lhsp)#218#40988888src/V3Delayed.cpp#DelayedVisitor::visit( AstCAwait * nodep)#467#46788888src/V3Delayed.cpp#DelayedVisitor::visit( AstNodeProcedure * nodep)#440#46688888src/V3Delayed.cpp#DelayedVisitor::visit( AstAssignDly * nodep)#507#542","src/V3Delayed.cpp:314,src/V3Delayed.cpp:325,src/V3Delayed.cpp:357,src/V3Delayed.cpp:403,src/V3Delayed.cpp:521,src/V3Delayed.cpp:104,src/V3Delayed.cpp:345,src/V3Delayed.cpp:441,src/V3Delayed.cpp:467",test_regress/t/t_timing_bug3781.pl,1,https://github.com/verilator/verilator/issues/3781
44,master,3f4d4de,86e3c02,src/V3Width.cpp,"src/V3Width.cpp#WidthVisitor::computeCastableImp( const AstNodeDType * toDtp , const AstNodeDType * fromDtp , const AstNode * fromConstp)#6963#701288888src/V3Width.cpp#WidthVisitor::visit( AstCast * nodep)#1859#1953","src/V3Width.cpp:6969,src/V3Width.cpp:6970,src/V3Width.cpp:6971,src/V3Width.cpp:6972,src/V3Width.cpp:6973,src/V3Width.cpp:6974,src/V3Width.cpp:6975,src/V3Width.cpp:6980,src/V3Width.cpp:6981,src/V3Width.cpp:6982,src/V3Width.cpp:6983,src/V3Width.cpp:6984,src/V3Width.cpp:6985,src/V3Width.cpp:6986,src/V3Width.cpp:6989,src/V3Width.cpp:6990,src/V3Width.cpp:1944,src/V3Width.cpp:7012",test_regress/t/t_cast_param_logic.pl,1,https://github.com/verilator/verilator/issues/3777
45,master,09dff9c,f266b02,"src/V3Width.cpp,src/V3WidthCommit.h","src/V3Width.cpp#WidthVisitor::iterateCheck( AstNode * nodep , const char * side , AstNode * underp , Determ determ , Stage stage , AstNodeDType * expDTypep , ExtendRule extendRule , bool warnOn = true)#6099#621288888src/V3WidthCommit.h#WidthCommitVisitor::visit( AstConst * nodep)#165#17788888src/V3WidthCommit.h#WidthCommitVisitor::newIfConstCommitSize( AstConst * nodep)#80#9288888src/V3Width.cpp#WidthVisitor::visit( AstEnumItem * nodep)#2206#222188888src/V3Width.cpp#WidthVisitor::visit( AstCast * nodep)#1843#1930","src/V3Width.cpp:6142,src/V3Width.cpp:1844,src/V3Width.cpp:1847,src/V3Width.cpp:1881,src/V3Width.cpp:1883,src/V3Width.cpp:1927,src/V3Width.cpp:1929,src/V3Width.cpp:2220,src/V3Width.cpp:6148,src/V3WidthCommit.h:88,src/V3WidthCommit.h:166",test_regress/t/t_enum_value_assign.pl,0,https://github.com/verilator/verilator/issues/3761
46,master,d87ef83,4f4c263,src/V3Case.cpp,src/V3Case.cpp#CaseVisitor::if(m_caseItems<=3||(m_caseWidth>=8&&(m_caseItems<=(m_caseWidth+1))))#239#243,"src/V3Case.cpp:142,src/V3Case.cpp:230,src/V3Case.cpp:231,src/V3Case.cpp:232,src/V3Case.cpp:233,src/V3Case.cpp:234,src/V3Case.cpp:235,src/V3Case.cpp:236,src/V3Case.cpp:239",test_regress/t/t_case_enum_complete.pl,0,https://github.com/verilator/verilator/issues/3745
47,master,d41efb1,3c77c7b,"src/V3LinkInc.cpp,src/V3Width.cpp","src/V3Width.cpp#WidthVisitor::visit( AstDelay * nodep)#602#62988888src/V3LinkInc.cpp#LinkIncVisitor::prepost_stmt_visit( AstNodeTriop * nodep)#227#28288888src/V3LinkInc.cpp#LinkIncVisitor::insertBeforeStmt( AstNode * nodep , AstNode * newp)#70#90","src/V3LinkInc.cpp:88,src/V3LinkInc.cpp:89,src/V3LinkInc.cpp:262,src/V3LinkInc.cpp:263,src/V3LinkInc.cpp:265,src/V3LinkInc.cpp:266,src/V3LinkInc.cpp:267,src/V3LinkInc.cpp:271,src/V3LinkInc.cpp:272,src/V3LinkInc.cpp:273,src/V3LinkInc.cpp:275,src/V3LinkInc.cpp:276,src/V3Width.cpp:617,src/V3Width.cpp:627",test_regress/t/t_delay_incr.pl,0,https://github.com/verilator/verilator/issues/3744
48,master,e64295e,cbf9cc8,src/V3Coverage.cpp,"src/V3Coverage.cpp#CoverageVisitor::newCoverInc( FileLine * fl , const string & hier , const string & page_prefix , const string & comment , const string & linescov , int offset , const string & trace_var_name)#110#14188888src/V3Coverage.cpp#CoverageVisitor::visit( AstVar * nodep)#262#300","src/V3Coverage.cpp:126,src/V3Coverage.cpp:128,src/V3Coverage.cpp:129,src/V3Coverage.cpp:131,src/V3Coverage.cpp:285,src/V3Coverage.cpp:286,src/V3Coverage.cpp:293,src/V3Coverage.cpp:294,src/V3Coverage.cpp:295,src/V3Coverage.cpp:284",test_regress/t/t_cover_unused_bad.pl,1,https://github.com/verilator/verilator/issues/3736
49,master,62bdd3a,2eed445,src/V3Const.cpp,src/V3Const.cpp#ConstVisitor::visit( AstSenTree * nodep)#2791#2867,"src/V3Const.cpp:2804,src/V3Const.cpp:2805,src/V3Const.cpp:2806,src/V3Const.cpp:2807,src/V3Const.cpp:2808,src/V3Const.cpp:2809,src/V3Const.cpp:2810,src/V3Const.cpp:2811",test_regress/t/t_while_timing_control.pl,1,https://github.com/verilator/verilator/issues/3733
51,master,5c658f8,0ed7aae,src/V3Width.cpp,"src/V3Width.cpp#WidthVisitor::visit( AstInside * nodep)#2351#240988888src/V3Width.cpp#WidthVisitor::fixWidthExtend( AstNode * nodep , AstNodeDType * expDTypep , ExtendRule extendRule)#5733#5792","src/V3Width.cpp:2354,src/V3Width.cpp:2369,src/V3Width.cpp:5744",test_regress/t/t_inside2.pl,1,https://github.com/verilator/verilator/issues/3714
52,master,81fe35e,08b6bdd,src/V3Width.cpp,"src/V3Width.cpp#WidthVisitor::iterateCheckBool( AstNode * nodep , const char * side , AstNode * underp , Stage stage)#5798#5849","src/V3Width.cpp:5811,src/V3Width.cpp:5819,src/V3Width.cpp:5820,src/V3Width.cpp:5821,src/V3Width.cpp:5822,src/V3Width.cpp:5825",test_regress/t/t_class1.pl,0,https://github.com/verilator/verilator/issues/3616
53,master,b930d07,27232238848d,"src/V3LinkInc.cpp,src/V3Task.cpp,src/V3LinkLValue.cpp",src/V3LinkLValue.cpp#LinkLValueVisitor::visit( AstNodeFTask * nodep)#303#30788888src/V3Task.cpp#TaskStateVisitor::visit( AstScope * nodep)#171#19088888src/V3LinkInc.cpp#LinkIncVisitor::prepost_stmt_visit( AstNodeTriop * nodep)#225#27988888src/V3LinkInc.cpp#LinkIncVisitor::visit( AstWhile * nodep)#97#113,"src/V3LinkInc.cpp:63,src/V3LinkInc.cpp:97,src/V3LinkInc.cpp:244,src/V3LinkLValue.cpp:306,src/V3LinkLValue.cpp:304,src/V3Task.cpp:178",test_regress/t/t_assoc2.pl,1,https://github.com/verilator/verilator/issues/3613
54,master,bba800f,fe2a1e1,src/V3EmitCModel.cpp,src/V3EmitCModel.cpp#EmitCModel::emitTraceMethods( AstNodeModule * modp)#506#582,src/V3EmitCModel.cpp:555,test_regress/t/t_trace_open_wrong_order.pl,0,https://github.com/verilator/verilator/issues/3610
55,master,c335aad,9d9d647,src/V3VariableOrder.cpp,src/V3VariableOrder.cpp#VariableOrder::orderModuleVars( AstNodeModule * modp)#145#192,"src/V3VariableOrder.cpp:159,src/V3VariableOrder.cpp:160,src/V3VariableOrder.cpp:161,src/V3VariableOrder.cpp:162,src/V3VariableOrder.cpp:163,src/V3VariableOrder.cpp:164,src/V3VariableOrder.cpp:165,src/V3VariableOrder.cpp:166,src/V3VariableOrder.cpp:167",test_regress/t/t_hier_bynum.pl,1,https://github.com/verilator/verilator/issues/3583
56,master,ef9f443,6e3b957,src/V3Width.cpp,src/V3Width.cpp#WidthVisitor::visit( AstReplicate * nodep)#689#749,"src/V3Width.cpp:717,src/V3Width.cpp:718,src/V3Width.cpp:719,src/V3Width.cpp:720,src/V3Width.cpp:721,src/V3Width.cpp:722",test_regress/t/t_dynarray_init.pl,0,https://github.com/verilator/verilator/issues/3548
57,master,47262cd,47e6453,src/V3Width.cpp,"src/V3Width.cpp#WidthVisitor::methodCallClass( AstMethodCall * nodep , AstClassRefDType * adtypep)#3191#3241",src/V3Width.cpp:3221,test_regress/t/t_class_method_str_literal.pl,0,https://github.com/verilator/verilator/issues/3547
58,master,f435d96,d32e3f0,src/V3Width.cpp,src/V3Width.cpp#WidthVisitor::visit( AstNodeCase * nodep)#3959#4002,"src/V3Width.cpp:3980,src/V3Width.cpp:3982",test_regress/t/t_case_string2.pl,0,https://github.com/verilator/verilator/issues/3544
59,master,5869fdf,1a1d2ec,src/V3EmitCSyms.cpp,src/V3EmitCSyms.cpp#EmitCSyms::emitSymImp()#624#956,"src/V3EmitCSyms.cpp:676,src/V3EmitCSyms.cpp:925,src/V3EmitCSyms.cpp:926,src/V3EmitCSyms.cpp:927,src/V3EmitCSyms.cpp:928,src/V3EmitCSyms.cpp:929,src/V3EmitCSyms.cpp:930,src/V3EmitCSyms.cpp:931,src/V3EmitCSyms.cpp:932,src/V3EmitCSyms.cpp:933,src/V3EmitCSyms.cpp:934,src/V3EmitCSyms.cpp:935,src/V3EmitCSyms.cpp:936,src/V3EmitCSyms.cpp:937,src/V3EmitCSyms.cpp:938,src/V3EmitCSyms.cpp:939,src/V3EmitCSyms.cpp:940,src/V3EmitCSyms.cpp:941,src/V3EmitCSyms.cpp:942,src/V3EmitCSyms.cpp:943,src/V3EmitCSyms.cpp:944,src/V3EmitCSyms.cpp:945,src/V3EmitCSyms.cpp:946,src/V3EmitCSyms.cpp:947,src/V3EmitCSyms.cpp:948,src/V3EmitCSyms.cpp:949,src/V3EmitCSyms.cpp:950,src/V3EmitCSyms.cpp:951",test_regress/t/t_trace_split_cfuncs.pl,0,https://github.com/verilator/verilator/issues/3495
64,master,b0c4752,1e2219347e94a,"src/V3AstNodes.h,src/V3Width.cpp,src/V3Ast.h","src/V3Ast.h#AstNodeVL_NOT_FINAL::brokenState() const#1512#151288888src/V3Width.cpp#WidthVisitor::methodCallQueue( AstMethodCall * nodep , AstQueueDType * adtypep)#3038#3170","src/V3Ast.h:1512,src/V3Ast.h:2569,src/V3Ast.h:2714,src/V3Ast.h:3240,src/V3AstNodes.h:3589,src/V3AstNodes.h:4012,src/V3AstNodes.h:4697,src/V3AstNodes.h:4714,src/V3AstNodes.h:4725,src/V3AstNodes.h:4751,src/V3Width.cpp:3093",test_regress/t/t_void_queue_ops.pl,1,https://github.com/verilator/verilator/issues/3364
69,master,347e9b4,9d02082,src/V3Width.cpp,src/V3Width.cpp#WidthVisitor::visit( AstPin * nodep)#4738#4862,"src/V3Width.cpp:4744,src/V3Width.cpp:4745,src/V3Width.cpp:4748,src/V3Width.cpp:4743",test_regress/t/t_param_array8.pl,0,https://github.com/verilator/verilator/issues/3299
71,master,f8b7fb7,7b12f6a,src/V3SchedTiming.cpp,src/V3SchedTiming.cpp#V3Sched::transformForks( AstNetlist * const netlistp)#265#419,src/V3SchedTiming.cpp:398,test_regress/t/t_clocking_empty_block.pl,1,https://github.com/verilator/verilator/issues/4593
72,master,5af271c,0c2bab1,"src/V3Const.cpp,src/V3Ast.h",src/V3Const.cpp#ConstVisitor::stmtDisplayDisplay( AstDisplay * nodep)#3125#3175,"src/V3Ast.h:2135,src/V3Const.cpp:3152",test_regress/t/t_display_impure.pl,0,https://github.com/verilator/verilator/issues/4585
75,master,7eb09c3,edfd3d7,src/V3Inst.cpp,src/V3Inst.cpp#InstDeVisitor::visit( AstPin * nodep)#316#475,"src/V3Inst.cpp:329,src/V3Inst.cpp:330,src/V3Inst.cpp:332",test_regress/t/t_inst_array_struct.pl,1,https://github.com/verilator/verilator/issues/4557
76,master,c79ea88,9be4e7b,src/V3Localize.cpp,src/V3Localize.cpp#LocalizeVisitor::visit( AstCFunc * nodep)#117#12788888src/V3Localize.cpp#LocalizeVisitor::moveVarScopes()#72#109,"src/V3Localize.cpp:48,src/V3Localize.cpp:49,src/V3Localize.cpp:50,src/V3Localize.cpp:51,src/V3Localize.cpp:124,src/V3Localize.cpp:43,src/V3Localize.cpp:72,src/V3Localize.cpp:79,src/V3Localize.cpp:127",test_regress/t/t_opt_localize_deep.pl,1,https://github.com/verilator/verilator/issues/3286
77,master,e4c5eb5,2e8cc22,src/V3Undriven.cpp,src/V3Undriven.cpp#UndrivenVisitor::visit( AstNodeVarRef * nodep)#347#37988888src/V3Undriven.cpp#UndrivenVisitor::visit( AstNodeFTask * nodep)#426#432,"src/V3Undriven.cpp:377,src/V3Undriven.cpp:253,src/V3Undriven.cpp:432",test_regress/t/t_lint_unused_tri.pl,1,https://github.com/verilator/verilator/issues/3242
78,master,00ef051,59d170c,src/V3LinkDot.cpp,src/V3LinkDot.cpp#LinkDotFindVisitor::visit( AstVar * nodep)#1039#1169,src/V3LinkDot.cpp:1130,test_regress/t/t_flag_parameter_pkg.pl,0,https://github.com/verilator/verilator/issues/3241
79,master,d679d50,65de118,"src/V3AstNodes.h,include/verilated.cpp,src/V3LinkLValue.cpp,include/verilated_funcs.h",src/V3AstNodes.h#AstRand::emitC()#5579#558488888src/V3LinkLValue.cpp#LinkLValueVisitor::visit( AstReadMem * nodep)#186#19688888include/verilated.cpp#VL_RANDOM_SEEDED_II( IData seed)#340#343,"include/verilated.cpp:340,include/verilated.cpp:344,include/verilated_funcs.h:88,src/V3AstNodes.h:5580,src/V3AstNodes.h:5581,src/V3AstNodes.h:5582,src/V3AstNodes.h:5583,src/V3LinkLValue.cpp:186",test_regress/t/t_sys_rand_seed.pl,0,https://github.com/verilator/verilator/issues/3238
80,master,28944ed,3250ee5,src/V3LinkCells.cpp,src/V3LinkCells.cpp#LinkCellsVisitor::readModNames()#482#514,"src/V3LinkCells.cpp:507,src/V3LinkCells.cpp:508,src/V3LinkCells.cpp:119",test_regress/t/t_package_dup_bad.pl,0,https://github.com/verilator/verilator/issues/3231
